hospitalizacion_id,rut,nombre_completo,fecha_nacimiento,sexo,comuna,prevision,fecha_ingreso,fecha_egreso,motivo_egreso,medico_responsable,dias_estadia,numero_cama,servicio,tipo_cama,codigo_cie10,diagnostico,categoria_diagnostico,edad_ingreso,grupo_etario
2981,16.004.707-0,Ricardo Jiménez,2003-05-19,M,Río Hurtado,NINGUNA,2025-03-04 22:20:14.011789,,En curso,Ian José Orellana Cisternas,,UCI-356,UCI,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,21,15-29
2982,23.110.092-K,Valeria Carrasco,1974-07-15,F,La Ligua,FONASA,2025-04-14 05:52:56.011789,,En curso,George Pedro Álvarez Valenzuela,,NEU-032,Neurología,Media,B34.9,"Infección viral, no especificada",Infectológico,50,45-59
2983,13.042.838-K,Carlos Castro,2000-04-05,M,Limache,FONASA,2026-01-10 07:36:38.011789,,En curso,Silvia Barraza Mellado,,MED-280,Medicina Interna,Media,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,25,15-29
2984,17.259.291-0,Luis Sepúlveda,1976-05-19,M,Lo Espejo,ISAPRE,2025-03-09 10:16:50.011789,2025-03-17 10:16:50.011789,Fallecimiento,Pablo Vásquez Sáez,8.0,NEU-447,Neurología,Básica,N39.0,"Infección urinaria, sitio no especificado",Urológico,48,45-59
2985,20.558.310-6,Guillermo Araya,1998-11-09,M,Puente Alto,NINGUNA,2025-09-08 00:32:59.011789,2025-09-25 00:32:59.011789,Alta voluntaria,David Palacios,17.0,NEU-318,Neurología,Básica,B34.9,"Infección viral, no especificada",Infectológico,26,15-29
2986,9.413.947-3,Guillermo Durán,1952-07-27,M,Macul,FONASA,2025-08-23 18:08:48.011789,2025-08-28 18:08:48.011789,Fallecimiento,María Carrasco,5.0,TRA-425,Traumatología,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,73,60-74
2987,20.700.357-3,Pablo Gómez,2000-01-18,M,Machalí,NINGUNA,2025-03-29 17:53:41.011789,2025-04-05 17:53:41.011789,Alta médica,David Palacios,7.0,CAR-141,Cardiología,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,25,15-29
2988,8.051.286-4,Xavier Gálvez,1998-10-26,M,Castro,FONASA,2025-11-05 01:01:51.011789,2025-11-08 01:01:51.011789,Alta médica,Ángela Amanda Moya Sandoval,3.0,CAR-305,Cardiología,Básica,J44.1,EPOC con exacerbación aguda,Respiratorio,27,15-29
2989,15.197.344-2,Ernesto Bustamante,1945-04-21,M,Santo Domingo,FONASA,2026-01-23 10:08:08.011789,,En curso,Rodrigo Modesto Acevedo Villagra,,UCI-532,UCI,Básica,K92.1,Melena,Digestivo,80,75+
2990,10.409.746-4,Camila Herrera,1950-04-24,F,Talagante,NINGUNA,2025-03-23 23:48:45.011789,2025-04-07 23:48:45.011789,Alta médica,Yuliana Edith Acevedo Urra,15.0,NEU-318,Neurología,Básica,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,74,60-74
2991,8.932.818-7,Luis Olivares,1963-04-30,M,Paine,ISAPRE,2026-02-18 11:39:55.011789,2026-03-03 11:39:55.011789,Alta voluntaria,María Carrasco,13.0,MED-330,Medicina Interna,Media,G40.9,"Epilepsia, no especificada",Neurológico,62,60-74
2992,23.545.582-K,Madeleine Huerta,1972-05-23,F,Victoria,FONASA,2025-05-24 06:21:51.011789,2025-05-26 06:21:51.011789,Alta médica,Constanza Reyes Toro,2.0,CIR-031,Cirugía,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,53,45-59
2993,11.739.457-3,Isabella Molina,1972-08-05,F,Rancagua,ISAPRE,2026-01-12 12:17:20.011789,2026-01-13 12:17:20.011789,Alta voluntaria,Ignacia María Hernández Araya,1.0,MED-515,Medicina Interna,Alta Complejidad,B34.9,"Infección viral, no especificada",Infectológico,53,45-59
2994,18.130.868-0,Francisca Carvajal,1979-02-07,F,Isla De Maipo,FONASA,2025-08-10 23:15:23.011789,2025-08-16 23:15:23.011789,Traslado,Yuliana Edith Acevedo Urra,6.0,MED-167,Medicina Interna,Media,A09.9,Gastroenteritis infecciosa,Infectológico,46,45-59
2995,23.505.282-2,Rodrigo Vega,2003-05-18,M,Arauco,ISAPRE,2025-07-09 15:40:27.011789,,En curso,Ignacia María Hernández Araya,,NEU-052,Neurología,Básica,J18.9,"Neumonía, no especificada",Respiratorio,22,15-29
2996,16.688.148-K,Gael Bravo,1969-02-12,M,Combarbalá,ISAPRE,2025-11-24 20:23:00.011789,2025-12-01 20:23:00.011789,Traslado,Ian José Orellana Cisternas,7.0,TRA-489,Traumatología,Media,J44.1,EPOC con exacerbación aguda,Respiratorio,56,45-59
2997,15.150.462-0,Regina Henríquez,1966-11-10,F,Traiguén,NINGUNA,2025-12-09 21:16:10.011789,2025-12-28 21:16:10.011789,Alta voluntaria,Ignacia María Hernández Araya,19.0,CIR-298,Cirugía,Básica,J44.1,EPOC con exacerbación aguda,Respiratorio,59,45-59
2998,17.520.665-5,Carolina Trujillo,1966-02-18,F,Pozo Almonte,ISAPRE,2026-01-20 03:40:27.011789,2026-02-01 03:40:27.011789,Fallecimiento,Carlos Francisco Rodríguez Salinas,12.0,NEU-389,Neurología,Básica,J44.1,EPOC con exacerbación aguda,Respiratorio,59,45-59
2999,10.627.806-7,Sandra Cofré,1989-04-12,F,Tiltil,NINGUNA,2025-05-21 16:35:42.011789,2025-05-25 16:35:42.011789,Alta voluntaria,Constanza Reyes Toro,4.0,MED-158,Medicina Interna,Media,J18.9,"Neumonía, no especificada",Respiratorio,36,30-44
3000,23.596.530-5,Patricia Vargas,1946-05-02,F,La Cruz,NINGUNA,2026-01-29 06:22:30.011789,2026-02-06 06:22:30.011789,Alta voluntaria,Ignacia María Hernández Araya,8.0,UCI-314,UCI,Básica,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,79,75+
3001,14.056.745-0,María Vargas,1987-07-18,F,Peñaflor,FONASA,2025-12-01 10:19:25.011789,2025-12-14 10:19:25.011789,Traslado,Sofía Córdova,13.0,MED-294,Medicina Interna,Alta Complejidad,A09.9,Gastroenteritis infecciosa,Infectológico,38,30-44
3002,21.902.935-7,Ignacio Muñoz,1973-07-15,M,Quilicura,ISAPRE,2025-06-08 18:14:11.011789,2025-06-22 18:14:11.011789,Fallecimiento,Mariana Evelyn Castro Saldaña,14.0,NEU-428,Neurología,Alta Complejidad,J18.9,"Neumonía, no especificada",Respiratorio,51,45-59
3003,17.516.279-8,Carmen Torres,1992-12-30,F,Vilcún,ISAPRE,2025-08-11 01:27:03.011789,,En curso,David Palacios,,UCI-153,UCI,Alta Complejidad,N39.0,"Infección urinaria, sitio no especificado",Urológico,32,30-44
3004,23.506.686-6,Paola Pérez,1958-06-12,F,Río Hurtado,NINGUNA,2025-12-01 22:13:19.011789,2025-12-14 22:13:19.011789,Traslado,Sofía Córdova,13.0,CAR-510,Cardiología,Básica,G40.9,"Epilepsia, no especificada",Neurológico,67,60-74
3005,19.408.599-0,Constanza Aravena,1967-06-14,F,Constitución,ISAPRE,2025-08-02 23:53:22.011789,2025-08-17 23:53:22.011789,Fallecimiento,David Palacios,15.0,CIR-444,Cirugía,Alta Complejidad,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,58,45-59
3006,24.098.617-5,Carlos Jaque,1996-07-21,M,Natales,ISAPRE,2025-08-02 17:28:07.011789,2025-08-11 17:28:07.011789,Fallecimiento,Constanza Reyes Toro,9.0,NEU-097,Neurología,Media,A09.9,Gastroenteritis infecciosa,Infectológico,29,15-29
3007,12.135.099-8,José Concha,1970-12-28,M,Colina,ISAPRE,2025-04-09 16:42:36.011789,2025-04-18 16:42:36.011789,Fallecimiento,Silvia Barraza Mellado,9.0,NEU-461,Neurología,Media,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,54,45-59
3008,9.289.328-6,Vicente Montoya,1953-01-16,M,Licantén,ISAPRE,2025-09-27 19:30:26.011789,2025-10-07 19:30:26.011789,Traslado,Juan Patricio Núñez Letelier,10.0,NEU-508,Neurología,Alta Complejidad,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,72,60-74
3009,18.336.348-4,Javiera Poblete,1991-05-17,F,Alto Del Carmen,FONASA,2025-08-08 08:01:01.011789,2025-08-12 08:01:01.011789,Alta médica,Rodrigo Modesto Acevedo Villagra,4.0,NEU-548,Neurología,Alta Complejidad,A09.9,Gastroenteritis infecciosa,Infectológico,34,30-44
3010,20.856.759-4,Mauro Osorio,1947-06-11,M,Recoleta,FONASA,2026-02-04 07:01:30.011789,2026-02-07 07:01:30.011789,Traslado,George Pedro Álvarez Valenzuela,3.0,CAR-124,Cardiología,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,78,75+
3011,19.555.876-0,Ariel Yáñez,1976-05-12,M,Colina,FONASA,2025-07-10 11:37:11.011789,2025-07-19 11:37:11.011789,Alta voluntaria,Yuliana Edith Acevedo Urra,9.0,MED-427,Medicina Interna,Alta Complejidad,I10.X,Hipertensión esencial primaria,Cardiovascular,49,45-59
3012,20.256.636-7,Yonatan Rojo,1946-02-19,M,Codegua,ISAPRE,2025-09-11 00:09:54.011789,,En curso,María Carrasco,,UCI-101,UCI,Básica,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,79,75+
3013,15.499.920-5,Solange Carrasco,1968-03-02,F,Olmué,FONASA,2025-09-10 15:21:47.011789,2025-09-19 15:21:47.011789,Alta médica,George Pedro Álvarez Valenzuela,9.0,NEU-032,Neurología,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,57,45-59
3014,5.488.551-2,Eydan Henríquez,1962-12-10,M,Salamanca,FONASA,2025-06-17 13:55:45.011789,,En curso,Mariana Evelyn Castro Saldaña,,NEU-374,Neurología,Alta Complejidad,N39.0,"Infección urinaria, sitio no especificado",Urológico,62,60-74
3015,12.579.475-0,Tiare Aedo,1982-07-02,F,Talagante,NINGUNA,2025-03-11 15:44:37.011789,2025-03-12 15:44:37.011789,Alta médica,Gladys Carrasco Aguilar,1.0,TRA-116,Traumatología,Alta Complejidad,G40.9,"Epilepsia, no especificada",Neurológico,42,30-44
3016,6.232.586-0,Víctor Navarrete,1952-10-18,M,Coltauco,FONASA,2025-09-09 08:42:32.011789,2025-09-17 08:42:32.011789,Alta voluntaria,Gladys Carrasco Aguilar,8.0,TRA-505,Traumatología,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,72,60-74
3017,20.553.313-3,Myriam Cifuentes,1986-01-12,F,San Clemente,FONASA,2025-11-23 16:11:52.011789,2025-12-08 16:11:52.011789,Traslado,Ignacia María Hernández Araya,15.0,UCI-230,UCI,Alta Complejidad,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,39,30-44
3018,8.705.446-2,Carlos Sáez,1996-11-01,M,Colbún,NINGUNA,2025-07-21 07:20:36.011789,2025-07-23 07:20:36.011789,Fallecimiento,María Patricia Araya Gatica,2.0,TRA-379,Traumatología,Básica,A09.9,Gastroenteritis infecciosa,Infectológico,28,15-29
3019,21.000.829-2,Andrea Maldonado,1980-04-21,F,Punta Arenas,FONASA,2025-05-14 17:48:31.011789,2025-06-03 17:48:31.011789,Alta médica,Ignacia María Hernández Araya,20.0,NEU-415,Neurología,Básica,B34.9,"Infección viral, no especificada",Infectológico,45,45-59
3020,10.569.418-0,Bernardita Urrutia,1981-12-05,F,La Higuera,FONASA,2025-04-13 14:30:27.011789,2025-04-27 14:30:27.011789,Fallecimiento,Constanza Reyes Toro,14.0,MED-294,Medicina Interna,Alta Complejidad,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,43,30-44
3021,22.979.606-2,Juan Muñoz,1954-07-26,M,Hijuelas,ISAPRE,2025-10-30 13:22:32.011789,2025-11-08 13:22:32.011789,Traslado,Pablo Vásquez Sáez,9.0,TRA-452,Traumatología,Alta Complejidad,B34.9,"Infección viral, no especificada",Infectológico,71,60-74
3022,9.555.878-K,Nidia Paredes,1945-10-05,F,Corral,FONASA,2025-11-23 21:26:03.011789,2025-12-09 21:26:03.011789,Fallecimiento,Carlos Francisco Rodríguez Salinas,16.0,UCI-546,UCI,Básica,J44.1,EPOC con exacerbación aguda,Respiratorio,80,75+
3023,17.060.131-9,María Morales,1954-01-14,F,Retiro,NINGUNA,2025-06-26 22:17:19.011789,2025-07-16 22:17:19.011789,Fallecimiento,Mariana Evelyn Castro Saldaña,20.0,MED-595,Medicina Interna,Media,K92.1,Melena,Digestivo,71,60-74
3024,9.149.147-8,Marcelo Díaz,1963-10-16,M,Juan Fernández,FONASA,2025-10-10 06:01:33.011789,2025-10-15 06:01:33.011789,Alta médica,Mariana Evelyn Castro Saldaña,5.0,TRA-537,Traumatología,Alta Complejidad,K35.9,"Apendicitis aguda, no especificada",Digestivo,62,60-74
3025,10.368.811-6,Luis Durán,1978-12-01,M,Recoleta,FONASA,2025-04-20 04:17:38.011789,2025-04-26 04:17:38.011789,Alta médica,Juan Patricio Núñez Letelier,6.0,CIR-063,Cirugía,Básica,N39.0,"Infección urinaria, sitio no especificado",Urológico,46,45-59
3026,15.653.405-6,Stefano Cepeda,1944-08-12,M,Rinconada,NINGUNA,2025-11-07 07:45:17.011789,,En curso,Ángela Amanda Moya Sandoval,,MED-511,Medicina Interna,Alta Complejidad,J18.9,"Neumonía, no especificada",Respiratorio,81,75+
3027,6.167.659-7,Rosa Espinoza,1948-08-03,F,Molina,FONASA,2025-10-11 18:11:44.011789,2025-10-21 18:11:44.011789,Fallecimiento,George Pedro Álvarez Valenzuela,10.0,CIR-554,Cirugía,Básica,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,77,75+
3028,5.086.075-2,Paola Saavedra,1959-04-01,F,Paredones,NINGUNA,2025-11-17 08:11:58.011789,2025-12-01 08:11:58.011789,Traslado,Mariana Evelyn Castro Saldaña,14.0,MED-234,Medicina Interna,Media,I10.X,Hipertensión esencial primaria,Cardiovascular,66,60-74
3029,24.137.889-6,María Arellano,1966-07-23,F,Villa Alemana,ISAPRE,2025-06-16 16:22:51.011789,,En curso,Sofía Córdova,,TRA-594,Traumatología,Media,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,58,45-59
3030,5.229.180-1,Jaime Delgado,1957-09-29,M,Alto Hospicio,ISAPRE,2025-03-21 02:46:56.011789,2025-03-22 02:46:56.011789,Alta voluntaria,Ian José Orellana Cisternas,1.0,CAR-599,Cardiología,Básica,G40.9,"Epilepsia, no especificada",Neurológico,67,60-74
3031,20.979.692-9,Roxana Loyola,1960-07-04,F,Caldera,ISAPRE,2025-06-18 18:27:04.011789,2025-06-29 18:27:04.011789,Alta voluntaria,Sofía Córdova,11.0,CAR-432,Cardiología,Alta Complejidad,I50.9,"Insuficiencia cardíaca, no especificada",Cardiovascular,65,60-74
3032,5.306.439-6,Antonia Molina,1992-02-12,F,Putre,ISAPRE,2026-01-27 03:08:39.011789,2026-02-15 03:08:39.011789,Fallecimiento,Josefa Espinoza Jara,19.0,MED-583,Medicina Interna,Alta Complejidad,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,33,30-44
3033,9.604.835-1,Francisco Castro,1992-01-01,M,Villa Alegre,ISAPRE,2025-05-06 23:52:31.011789,2025-05-14 23:52:31.011789,Fallecimiento,Ignacia María Hernández Araya,8.0,NEU-341,Neurología,Media,G40.9,"Epilepsia, no especificada",Neurológico,33,30-44
3034,8.589.032-8,Ana Valenzuela,1957-04-21,F,Natales,NINGUNA,2025-05-17 23:18:20.011789,2025-06-02 23:18:20.011789,Traslado,Isabel Espinosa,16.0,UCI-251,UCI,Media,S72.0,Fractura de cuello de fémur,Traumatológico,68,60-74
3035,8.193.834-2,Iván Riquelme,1940-01-28,M,Río Claro,FONASA,2026-01-28 07:12:10.011789,2026-02-13 07:12:10.011789,Alta médica,Gladys Carrasco Aguilar,16.0,MED-118,Medicina Interna,Básica,B34.9,"Infección viral, no especificada",Infectológico,86,75+
3036,20.235.574-9,Maite Valenzuela,1982-10-04,F,Huasco,ISAPRE,2025-08-08 12:32:04.011789,,En curso,David Palacios,,MED-515,Medicina Interna,Alta Complejidad,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,42,30-44
3037,9.951.096-K,Inés Vásquez,1993-08-31,F,Illapel,NINGUNA,2025-04-06 18:02:16.011789,2025-04-17 18:02:16.011789,Traslado,Sofía Córdova,11.0,CAR-364,Cardiología,Alta Complejidad,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,31,30-44
3038,6.431.965-5,René Aguilera,1968-10-23,M,Nueva Imperial,FONASA,2025-11-17 17:18:50.011789,,En curso,Pablo Vásquez Sáez,,MED-547,Medicina Interna,Alta Complejidad,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,57,45-59
3039,21.275.471-4,Paula Carvajal,1972-01-31,F,Río Verde,FONASA,2025-09-05 21:44:18.011789,2025-09-09 21:44:18.011789,Alta médica,Josefa Espinoza Jara,4.0,CIR-127,Cirugía,Básica,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,53,45-59
3040,9.555.878-K,Nidia Paredes,1945-10-05,F,Corral,FONASA,2026-02-25 21:00:46.011789,2026-03-06 21:00:46.011789,Alta voluntaria,María Patricia Araya Gatica,9.0,CAR-470,Cardiología,Alta Complejidad,E86.0,Deshidratación,Metabólico,80,75+
3041,19.917.550-5,Carlos Vidal,1940-08-20,M,Doñihue,FONASA,2026-01-27 01:30:05.011789,2026-01-29 01:30:05.011789,Alta voluntaria,Josefa Espinoza Jara,2.0,NEU-102,Neurología,Básica,I10.X,Hipertensión esencial primaria,Cardiovascular,85,75+
3042,15.879.519-1,Ximena Valenzuela,1948-03-21,F,Santa Juana,NINGUNA,2026-02-02 15:03:34.011789,,En curso,Silvia Barraza Mellado,,UCI-151,UCI,Media,J44.1,EPOC con exacerbación aguda,Respiratorio,77,75+
3043,5.306.439-6,Antonia Molina,1992-02-12,F,Putre,ISAPRE,2025-06-02 04:30:37.011789,2025-06-18 04:30:37.011789,Fallecimiento,Pablo Vásquez Sáez,16.0,UCI-035,UCI,Alta Complejidad,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,33,30-44
3044,7.510.819-2,Germán Ruiz,1971-12-13,M,San Fabián,ISAPRE,2025-03-22 11:16:03.011789,2025-04-09 11:16:03.011789,Alta médica,María Carrasco,18.0,CIR-343,Cirugía,Media,J44.1,EPOC con exacerbación aguda,Respiratorio,53,45-59
3045,12.366.079-K,Lautaro Coronado,2000-11-23,M,Tiltil,FONASA,2025-05-06 13:10:19.011789,2025-05-10 13:10:19.011789,Traslado,Ignacia María Hernández Araya,4.0,UCI-387,UCI,Media,A09.9,Gastroenteritis infecciosa,Infectológico,24,15-29
3046,5.739.426-9,Nelson Villegas,1999-04-29,M,Aisén,FONASA,2025-05-02 23:49:09.011789,2025-05-15 23:49:09.011789,Alta voluntaria,Ian José Orellana Cisternas,13.0,UCI-600,UCI,Media,B34.9,"Infección viral, no especificada",Infectológico,26,15-29
3047,14.168.824-3,Alonso Araya,1950-06-12,M,Camiña,ISAPRE,2025-08-06 09:40:36.011789,2025-08-20 09:40:36.011789,Alta médica,Isabel Espinosa,14.0,UCI-310,UCI,Básica,N39.0,"Infección urinaria, sitio no especificado",Urológico,75,75+
3048,5.723.628-0,Alejandro Silva,1977-04-15,M,Puqueldón,ISAPRE,2026-02-17 03:40:08.011789,2026-02-24 03:40:08.011789,Traslado,Juan Patricio Núñez Letelier,7.0,NEU-415,Neurología,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,48,45-59
3049,12.971.838-2,María Barraza,1943-05-10,F,Vallenar,NINGUNA,2025-08-06 16:49:53.011789,2025-08-23 16:49:53.011789,Traslado,Rodrigo Modesto Acevedo Villagra,17.0,CAR-005,Cardiología,Básica,A09.9,Gastroenteritis infecciosa,Infectológico,82,75+
3050,22.948.624-1,Tomás Gatica,1998-12-30,M,Cholchol,FONASA,2025-11-20 17:21:40.011789,,En curso,Ángela Amanda Moya Sandoval,,CAR-045,Cardiología,Básica,A09.9,Gastroenteritis infecciosa,Infectológico,26,15-29
3051,24.472.623-2,Patricia Fuenzalida,1977-09-20,F,Paiguano,NINGUNA,2025-03-18 15:20:17.011789,2025-04-03 15:20:17.011789,Alta médica,Mariana Evelyn Castro Saldaña,16.0,UCI-126,UCI,Básica,N39.0,"Infección urinaria, sitio no especificado",Urológico,47,45-59
3052,14.623.936-6,Cristian Sandoval,1972-12-26,M,Maullín,FONASA,2025-12-17 08:42:30.011789,2026-01-05 08:42:30.011789,Traslado,Sofía Córdova,19.0,CAR-209,Cardiología,Básica,S72.0,Fractura de cuello de fémur,Traumatológico,53,45-59
3053,24.140.098-0,Ester González,1969-12-25,F,Pinto,ISAPRE,2025-10-08 03:20:00.011789,,En curso,Constanza Reyes Toro,,MED-249,Medicina Interna,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,55,45-59
3054,9.793.353-7,Eduardo Olea,1944-08-27,M,Hijuelas,NINGUNA,2025-06-13 21:28:38.011789,2025-06-27 21:28:38.011789,Alta voluntaria,Mariana Evelyn Castro Saldaña,14.0,NEU-105,Neurología,Básica,S06.9,"Traumatismo intracraneal, no especificado",Neurológico,80,75+
3055,19.478.630-1,Emilio Inostroza,1975-07-11,M,Río Bueno,ISAPRE,2026-02-26 04:53:20.011789,2026-03-18 04:53:20.011789,Alta voluntaria,Josefa Espinoza Jara,20.0,CAR-319,Cardiología,Alta Complejidad,S72.0,Fractura de cuello de fémur,Traumatológico,50,45-59
3056,19.297.622-7,Catalina Mansilla,1970-09-13,F,Curacaví,ISAPRE,2025-11-16 23:14:56.011789,,En curso,Ángela Amanda Moya Sandoval,,NEU-598,Neurología,Alta Complejidad,J44.1,EPOC con exacerbación aguda,Respiratorio,55,45-59
3057,8.643.008-8,Ramón Rojas,1941-02-15,M,Quillón,FONASA,2025-04-21 06:24:06.011789,2025-05-04 06:24:06.011789,Fallecimiento,Ian José Orellana Cisternas,13.0,MED-525,Medicina Interna,Media,E11.9,Diabetes mellitus tipo 2 sin complicaciones,Metabólico,84,75+
3058,6.202.320-1,Pamela Cubillos,1977-11-29,F,Chile Chico,NINGUNA,2025-09-14 12:33:49.011789,2025-09-18 12:33:49.011789,Alta voluntaria,David Palacios,4.0,MED-511,Medicina Interna,Alta Complejidad,S72.0,Fractura de cuello de fémur,Traumatológico,47,45-59
3059,18.336.791-9,Margarita Correa,1972-01-18,F,Lo Barnechea,ISAPRE,2025-10-10 18:18:07.011789,2025-10-12 18:18:07.011789,Traslado,Gladys Carrasco Aguilar,2.0,NEU-266,Neurología,Media,G40.9,"Epilepsia, no especificada",Neurológico,53,45-59
3060,6.822.870-0,Daisy Carreño,1983-09-15,F,Coihueco,ISAPRE,2025-03-24 05:14:53.011789,2025-03-30 05:14:53.011789,Alta voluntaria,Rodrigo Modesto Acevedo Villagra,6.0,MED-224,Medicina Interna,Alta Complejidad,B34.9,"Infección viral, no especificada",Infectológico,41,30-44
3061,19.417.166-8,Natalia Alvarado,1980-08-18,F,Cochrane,NINGUNA,2025-04-18 01:44:43.011789,2025-05-01 01:44:43.011789,Fallecimiento,Ángela Amanda Moya Sandoval,13.0,CIR-466,Cirugía,Media,K35.9,"Apendicitis aguda, no especificada",Digestivo,44,30-44
3062,22.629.333-7,Edith Vásquez,1954-12-20,F,Dalcahue,FONASA,2025-05-26 00:07:32.011789,2025-06-15 00:07:32.011789,Alta médica,Yuliana Edith Acevedo Urra,20.0,MED-427,Medicina Interna,Alta Complejidad,B34.9,"Infección viral, no especificada",Infectológico,70,60-74
3063,14.109.833-0,Luciana Neira,1954-01-30,F,San Rafael,FONASA,2025-05-27 17:19:14.011789,2025-06-10 17:19:14.011789,Fallecimiento,Ángela Amanda Moya Sandoval,14.0,CIR-346,Cirugía,Media,J06.9,Infección aguda vías respiratorias superiores,Respiratorio,71,60-74
3064,13.371.504-5,Joaquín Garrido,1942-04-01,M,Villa Alegre,ISAPRE,2025-08-02 18:10:44.011789,2025-08-14 18:10:44.011789,Alta médica,David Palacios,12.0,NEU-300,Neurología,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,83,75+
3065,11.567.130-8,Sonia Núñez,1950-07-12,F,Iquique,FONASA,2025-12-20 16:49:51.011789,2026-01-08 16:49:51.011789,Alta médica,Yuliana Edith Acevedo Urra,19.0,NEU-402,Neurología,Alta Complejidad,I21.9,"Infarto agudo al miocardio, no especificado",Cardiovascular,75,75+
